Task ID,Occupation,Task,User ID,Age,Self-reported Expertise,Automation Desire Rating,Core Skill Rating,Job Security Rating,Enjoyment Rating,Income_Cleaned,LLM_Familiarity_Cleaned,LLM_Familiarity_Dummy,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Generation
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",2388d0e1-ed78-4011-9ad6-39e33cd7ef6b,59,Novice,2,1,1,1,125500.0,4.0,1.0,103640.0,109870.0,"['Inspecting Equipment, Structures, or Materials']",2,2,1,2,3,Gen X+
1290,Computer User Support Specialists,"Develop training materials and procedures, or train users in the proper use of hardware or software.",85b73e0b-c51c-481c-a2ad-14150f9a00a6,54,Average,1,2,1,4,45000.0,4.0,1.0,64990.0,697210.0,['Training and Teaching Others'],1,3,2,4,2,Gen X+
1283,Computer User Support Specialists,Enter commands and observe system functioning to verify correct operations and detect errors.,85b73e0b-c51c-481c-a2ad-14150f9a00a6,54,Novice,1,2,2,3,45000.0,4.0,1.0,64990.0,697210.0,"['Inspecting Equipment, Structures, or Materials']",1,4,3,4,2,Gen X+
14687,Computer Systems Engineers/Architects,"Communicate project information through presentations, technical reports, or white papers.",35467683-36dd-4098-91a0-5be110b7641f,48,Expert,4,4,1,3,,4.0,1.0,85700.0,154540.0,"['Documenting/Recording Information', 'Communicating with Supervisors, Peers, or Subordinates']",1,4,3,4,3,Gen X+
14672,Computer Systems Engineers/Architects,Provide technical guidance or support for the development or troubleshooting of systems.,35467683-36dd-4098-91a0-5be110b7641f,48,Novice,4,4,1,3,,4.0,1.0,85700.0,154540.0,['Providing Consultation and Advice to Others'],2,2,4,3,3,Gen X+
14670,Computer Systems Engineers/Architects,Collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,35467683-36dd-4098-91a0-5be110b7641f,48,Expert,4,4,1,4,,4.0,1.0,85700.0,154540.0,"['Communicating with Supervisors, Peers, or Subordinates', 'Guiding, Directing, and Motivating Subordinates']",2,4,4,4,4,Gen X+
14670,Computer Systems Engineers/Architects,Collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,d304f8f6-c275-4e4c-9d44-f90b4bcee7db,46,Novice,4,2,1,2,,4.0,1.0,85700.0,154540.0,"['Communicating with Supervisors, Peers, or Subordinates', 'Guiding, Directing, and Motivating Subordinates']",1,2,2,3,3,Gen X+
14667,Computer Systems Engineers/Architects,"Provide advice on project costs, design concepts, or design changes.",d304f8f6-c275-4e4c-9d44-f90b4bcee7db,46,Average,4,3,1,2,,4.0,1.0,85700.0,154540.0,['Providing Consultation and Advice to Others'],1,2,4,5,2,Gen X+
14687,Computer Systems Engineers/Architects,"Communicate project information through presentations, technical reports, or white papers.",d304f8f6-c275-4e4c-9d44-f90b4bcee7db,46,Expert,4,4,1,4,,4.0,1.0,85700.0,154540.0,"['Documenting/Recording Information', 'Communicating with Supervisors, Peers, or Subordinates']",1,3,2,3,3,Gen X+
14671,Computer Systems Engineers/Architects,"Evaluate current or emerging technologies to consider factors such as cost, portability, compatibility, or usability.",d304f8f6-c275-4e4c-9d44-f90b4bcee7db,46,Average,5,3,1,2,,4.0,1.0,85700.0,154540.0,"['Judging the Qualities of Objects, Services, or People']",1,4,5,5,4,Gen X+
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",c2da33d2-365f-4128-806a-9aa5f12903a7,45,Average,5,1,1,1,125500.0,4.0,1.0,103640.0,109870.0,"['Inspecting Equipment, Structures, or Materials']",1,3,1,2,2,Gen X+
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",0ce52014-4225-4a85-bafe-7226db6d92a0,18,Expert,5,5,5,5,,3.0,0.0,103640.0,109870.0,"['Inspecting Equipment, Structures, or Materials']",1,1,3,4,2,Gen Z
14687,Computer Systems Engineers/Architects,"Communicate project information through presentations, technical reports, or white papers.",47e2200f-f97b-4f57-9117-65eda227748f,50,Expert,5,5,1,4,,4.0,1.0,85700.0,154540.0,"['Documenting/Recording Information', 'Communicating with Supervisors, Peers, or Subordinates']",1,3,4,4,3,Gen X+
14667,Computer Systems Engineers/Architects,"Provide advice on project costs, design concepts, or design changes.",47e2200f-f97b-4f57-9117-65eda227748f,50,Expert,5,5,1,2,,4.0,1.0,85700.0,154540.0,['Providing Consultation and Advice to Others'],1,4,5,2,4,Gen X+
14672,Computer Systems Engineers/Architects,Provide technical guidance or support for the development or troubleshooting of systems.,47e2200f-f97b-4f57-9117-65eda227748f,50,Expert,5,5,1,1,,4.0,1.0,85700.0,154540.0,['Providing Consultation and Advice to Others'],1,1,2,3,2,Gen X+
14714,Web Developers,Develop or implement procedures for ongoing Web site revision.,509c00f8-53d8-4f2d-b964-16987b734d61,28,Expert,2,4,1,5,73000.0,4.0,1.0,98790.0,78860.0,['Thinking Creatively'],2,4,1,5,3,Millennials
14723,Web Developers,Monitor security system performance logs to identify problems and notify security specialists when problems occur.,509c00f8-53d8-4f2d-b964-16987b734d61,28,Expert,3,5,1,5,73000.0,4.0,1.0,98790.0,78860.0,"['Monitoring Processes, Materials, or Surroundings', 'Communicating with Supervisors, Peers, or Subordinates']",3,3,2,5,3,Millennials
14717,Web Developers,Establish appropriate server directory trees.,a93d794c-b54a-40e5-8419-588b10b0d299,28,Expert,2,5,1,5,73000.0,4.0,1.0,98790.0,78860.0,['Working with Computers'],3,2,2,5,3,Millennials
14723,Web Developers,Monitor security system performance logs to identify problems and notify security specialists when problems occur.,a93d794c-b54a-40e5-8419-588b10b0d299,28,Expert,2,5,1,5,73000.0,4.0,1.0,98790.0,78860.0,"['Monitoring Processes, Materials, or Surroundings', 'Communicating with Supervisors, Peers, or Subordinates']",1,2,3,5,2,Millennials
1300,Database Administrators,"Test programs or databases, correct errors, and make necessary modifications.",b255b3e2-3e1e-4a24-9a69-c519a41d0a80,18,Expert,2,3,1,3,,4.0,1.0,107440.0,73180.0,"['Judging the Qualities of Objects, Services, or People', 'Thinking Creatively']",1,3,3,3,2,Gen Z
1299,Database Administrators,Modify existing databases and database management systems or direct programmers and analysts to make changes.,b255b3e2-3e1e-4a24-9a69-c519a41d0a80,18,Average,2,3,2,3,,4.0,1.0,107440.0,73180.0,"['Thinking Creatively', 'Working with Computers']",1,3,3,3,2,Gen Z
1305,Database Administrators,Specify users and user access levels for each segment of database.,b255b3e2-3e1e-4a24-9a69-c519a41d0a80,18,Expert,2,2,3,1,,4.0,1.0,107440.0,73180.0,['Working with Computers'],1,3,3,3,2,Gen Z
1313,Database Administrators,"Write and code logical and physical database descriptions and specify identifiers of database to management system, or direct others in coding descriptions.",b255b3e2-3e1e-4a24-9a69-c519a41d0a80,18,Average,2,3,3,3,,4.0,1.0,107440.0,73180.0,"['Thinking Creatively', 'Working with Computers']",3,2,2,3,3,Gen Z
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",1c5110bc-9386-4356-b63b-670af5f3e242,30,Average,3,5,1,5,45000.0,4.0,1.0,103640.0,109870.0,"['Inspecting Equipment, Structures, or Materials']",3,5,5,5,5,Millennials
11402,Data Entry Keyers,"Compile, sort, and verify the accuracy of data before it is entered.",20fff2bd-08e1-4146-8bac-b2fc0b9bb0e7,43,Expert,3,5,2,5,,,,42070.0,135280.0,['Processing Information'],1,2,1,1,1,Millennials
11401,Data Entry Keyers,"Read source documents such as canceled checks, sales reports, or bills, and enter data in specific data fields or onto tapes or disks for subsequent entry, using keyboards or scanners.",20fff2bd-08e1-4146-8bac-b2fc0b9bb0e7,43,Average,4,4,3,2,,,,42070.0,135280.0,['Working with Computers'],2,2,3,3,3,Millennials
11405,Data Entry Keyers,"Locate and correct data entry errors, or report them to supervisors.",0520f82f-5723-47d7-931b-4b8b00e00c2f,18,Average,4,3,1,2,125500.0,3.0,0.0,42070.0,135280.0,"['Processing Information', 'Communicating with Supervisors, Peers, or Subordinates']",1,4,3,4,3,Gen Z
11402,Data Entry Keyers,"Compile, sort, and verify the accuracy of data before it is entered.",0520f82f-5723-47d7-931b-4b8b00e00c2f,18,Expert,3,5,3,4,125500.0,3.0,0.0,42070.0,135280.0,['Processing Information'],3,4,3,4,4,Gen Z
11403,Data Entry Keyers,"Compare data with source documents, or re-enter data in verification format to detect errors.",0520f82f-5723-47d7-931b-4b8b00e00c2f,18,Expert,5,3,1,1,125500.0,3.0,0.0,42070.0,135280.0,"['Processing Information', 'Working with Computers']",1,1,2,1,1,Gen Z
11404,Data Entry Keyers,Store completed documents in appropriate locations.,0520f82f-5723-47d7-931b-4b8b00e00c2f,18,Expert,5,3,1,2,125500.0,3.0,0.0,42070.0,135280.0,['Handling and Moving Objects'],1,1,2,1,1,Gen Z
11401,Data Entry Keyers,"Read source documents such as canceled checks, sales reports, or bills, and enter data in specific data fields or onto tapes or disks for subsequent entry, using keyboards or scanners.",0520f82f-5723-47d7-931b-4b8b00e00c2f,18,Average,5,2,1,1,125500.0,3.0,0.0,42070.0,135280.0,['Working with Computers'],1,2,2,2,2,Gen Z
11406,Data Entry Keyers,Maintain logs of activities and completed work.,0520f82f-5723-47d7-931b-4b8b00e00c2f,18,Expert,5,2,1,1,125500.0,3.0,0.0,42070.0,135280.0,['Documenting/Recording Information'],1,2,2,1,1,Gen Z
16284,Clinical Data Managers,"Process clinical data, including receipt, entry, verification, or filing of information.",aa9a4305-399b-467f-ad91-75854bc999fd,44,Average,3,4,3,4,73000.0,3.0,0.0,85700.0,154540.0,"['Processing Information', 'Working with Computers']",1,4,4,3,3,Gen X+
16270,Clinical Data Managers,Develop technical specifications for data management programming and communicate needs to information technology staff.,aa9a4305-399b-467f-ad91-75854bc999fd,44,Novice,5,2,1,1,73000.0,3.0,0.0,85700.0,154540.0,"['Developing Objectives and Strategies', 'Communicating with Supervisors, Peers, or Subordinates']",1,5,5,5,3,Gen X+
16280,Clinical Data Managers,"Generate data queries, based on validation checks or errors and omissions identified during data entry, to resolve identified problems.",aa9a4305-399b-467f-ad91-75854bc999fd,44,Average,4,4,3,3,73000.0,3.0,0.0,85700.0,154540.0,['Analyzing Data or Information'],1,1,4,5,1,Gen X+
14624,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,6a92d9b2-af20-48d7-ab1f-98cc427bef09,32,Novice,4,4,2,2,,4.0,1.0,152310.0,38480.0,"['Guiding, Directing, and Motivating Subordinates']",3,4,3,4,4,Millennials
14633,Computer and Information Research Scientists,Design computers and the software that runs them.,6a92d9b2-af20-48d7-ab1f-98cc427bef09,32,Expert,4,4,3,3,,4.0,1.0,152310.0,38480.0,['Thinking Creatively'],5,3,4,5,3,Millennials
14625,Computer and Information Research Scientists,Evaluate project plans and proposals to assess feasibility issues.,6a92d9b2-af20-48d7-ab1f-98cc427bef09,32,Novice,3,1,2,2,,4.0,1.0,152310.0,38480.0,"['Judging the Qualities of Objects, Services, or People']",2,3,3,2,3,Millennials
14625,Computer and Information Research Scientists,Evaluate project plans and proposals to assess feasibility issues.,c210fd0d-88e3-4423-a603-26bc29bc69f0,27,Expert,4,1,1,1,,4.0,1.0,152310.0,38480.0,"['Judging the Qualities of Objects, Services, or People']",1,2,1,5,5,Gen Z
14633,Computer and Information Research Scientists,Design computers and the software that runs them.,c210fd0d-88e3-4423-a603-26bc29bc69f0,27,Average,5,2,1,2,,4.0,1.0,152310.0,38480.0,['Thinking Creatively'],1,2,3,3,4,Gen Z
14636,Computer and Information Research Scientists,"Approve, prepare, monitor, and adjust operational budgets.",c210fd0d-88e3-4423-a603-26bc29bc69f0,27,Novice,5,1,1,1,,4.0,1.0,152310.0,38480.0,"['Guiding, Directing, and Motivating Subordinates']",1,1,1,4,2,Gen Z
11405,Data Entry Keyers,"Locate and correct data entry errors, or report them to supervisors.",b416328e-7d06-465b-81e7-fe92a8b3e6d6,22,Average,4,4,3,4,,4.0,1.0,42070.0,135280.0,"['Processing Information', 'Communicating with Supervisors, Peers, or Subordinates']",2,4,4,3,4,Gen Z
11402,Data Entry Keyers,"Compile, sort, and verify the accuracy of data before it is entered.",b416328e-7d06-465b-81e7-fe92a8b3e6d6,22,Average,3,4,2,4,,4.0,1.0,42070.0,135280.0,['Processing Information'],2,3,4,4,3,Gen Z
11403,Data Entry Keyers,"Compare data with source documents, or re-enter data in verification format to detect errors.",b416328e-7d06-465b-81e7-fe92a8b3e6d6,22,Average,4,3,4,3,,4.0,1.0,42070.0,135280.0,"['Processing Information', 'Working with Computers']",3,2,3,3,4,Gen Z
11404,Data Entry Keyers,Store completed documents in appropriate locations.,b416328e-7d06-465b-81e7-fe92a8b3e6d6,22,Average,4,2,2,4,,4.0,1.0,42070.0,135280.0,['Handling and Moving Objects'],1,1,1,2,2,Gen Z
11401,Data Entry Keyers,"Read source documents such as canceled checks, sales reports, or bills, and enter data in specific data fields or onto tapes or disks for subsequent entry, using keyboards or scanners.",b416328e-7d06-465b-81e7-fe92a8b3e6d6,22,Novice,4,3,2,3,,4.0,1.0,42070.0,135280.0,['Working with Computers'],1,1,2,1,2,Gen Z
11406,Data Entry Keyers,Maintain logs of activities and completed work.,b416328e-7d06-465b-81e7-fe92a8b3e6d6,22,Novice,4,1,2,3,,4.0,1.0,42070.0,135280.0,['Documenting/Recording Information'],2,2,2,1,2,Gen Z
19004,Computer Network Support Specialists,Back up network data.,b2eed374-136d-4308-917a-38e0051a3654,36,Average,4,3,2,2,73000.0,4.0,1.0,79610.0,146450.0,['Working with Computers'],2,2,2,2,2,Millennials
18991,Computer Network Support Specialists,Configure security settings or access permissions for groups or individuals.,b2eed374-136d-4308-917a-38e0051a3654,36,Average,2,3,2,3,73000.0,4.0,1.0,79610.0,146450.0,['Working with Computers'],2,1,2,3,3,Millennials
19003,Computer Network Support Specialists,Analyze and report computer network security breaches or attempted breaches.,b2eed374-136d-4308-917a-38e0051a3654,36,Average,2,3,3,2,73000.0,4.0,1.0,79610.0,146450.0,['Analyzing Data or Information'],3,2,3,3,3,Millennials
18993,Computer Network Support Specialists,Document network support activities.,b2eed374-136d-4308-917a-38e0051a3654,36,Average,2,5,3,3,73000.0,4.0,1.0,79610.0,146450.0,['Documenting/Recording Information'],3,3,2,3,3,Millennials
18992,Computer Network Support Specialists,Configure wide area network (WAN) or local area network (LAN) routers or related equipment.,b2eed374-136d-4308-917a-38e0051a3654,36,Average,3,2,3,2,73000.0,4.0,1.0,79610.0,146450.0,['Working with Computers'],2,2,3,2,2,Millennials
19002,Computer Network Support Specialists,Troubleshoot network or connectivity problems for users or user groups.,b2eed374-136d-4308-917a-38e0051a3654,36,Average,1,2,2,1,73000.0,4.0,1.0,79610.0,146450.0,['Working with Computers'],3,3,3,2,3,Millennials
19010,Computer Network Support Specialists,Provide telephone support related to networking or connectivity issues.,b2eed374-136d-4308-917a-38e0051a3654,36,Average,2,3,3,3,73000.0,4.0,1.0,79610.0,146450.0,['Providing Consultation and Advice to Others'],2,2,1,1,2,Millennials
11405,Data Entry Keyers,"Locate and correct data entry errors, or report them to supervisors.",a5e5c77b-87c1-4abb-aa8f-75cdd448264a,53,Expert,4,4,1,2,,4.0,1.0,42070.0,135280.0,"['Processing Information', 'Communicating with Supervisors, Peers, or Subordinates']",1,1,3,3,2,Gen X+
11402,Data Entry Keyers,"Compile, sort, and verify the accuracy of data before it is entered.",a5e5c77b-87c1-4abb-aa8f-75cdd448264a,53,Expert,4,4,1,2,,4.0,1.0,42070.0,135280.0,['Processing Information'],1,2,4,4,3,Gen X+
11403,Data Entry Keyers,"Compare data with source documents, or re-enter data in verification format to detect errors.",a5e5c77b-87c1-4abb-aa8f-75cdd448264a,53,Expert,5,3,1,1,,4.0,1.0,42070.0,135280.0,"['Processing Information', 'Working with Computers']",1,1,3,2,2,Gen X+
11404,Data Entry Keyers,Store completed documents in appropriate locations.,a5e5c77b-87c1-4abb-aa8f-75cdd448264a,53,Expert,5,2,1,1,,4.0,1.0,42070.0,135280.0,['Handling and Moving Objects'],1,1,2,2,1,Gen X+
11406,Data Entry Keyers,Maintain logs of activities and completed work.,a5e5c77b-87c1-4abb-aa8f-75cdd448264a,53,Expert,3,2,1,2,,4.0,1.0,42070.0,135280.0,['Documenting/Recording Information'],1,1,2,3,2,Gen X+
19010,Computer Network Support Specialists,Provide telephone support related to networking or connectivity issues.,3066e05c-facc-4b0b-9740-438c88fc63af,24,Expert,4,5,1,1,125500.0,4.0,1.0,79610.0,146450.0,['Providing Consultation and Advice to Others'],2,3,3,3,2,Gen Z
19004,Computer Network Support Specialists,Back up network data.,a13e7337-cf96-4acb-a2be-fb48fda68ef7,39,Average,1,1,1,1,125500.0,4.0,1.0,79610.0,146450.0,['Working with Computers'],1,2,2,2,1,Millennials
18991,Computer Network Support Specialists,Configure security settings or access permissions for groups or individuals.,a13e7337-cf96-4acb-a2be-fb48fda68ef7,39,Expert,3,1,1,3,125500.0,4.0,1.0,79610.0,146450.0,['Working with Computers'],2,2,1,2,2,Millennials
19003,Computer Network Support Specialists,Analyze and report computer network security breaches or attempted breaches.,a13e7337-cf96-4acb-a2be-fb48fda68ef7,39,Average,1,1,1,1,125500.0,4.0,1.0,79610.0,146450.0,['Analyzing Data or Information'],2,2,2,2,3,Millennials
18992,Computer Network Support Specialists,Configure wide area network (WAN) or local area network (LAN) routers or related equipment.,a13e7337-cf96-4acb-a2be-fb48fda68ef7,39,Novice,1,1,1,1,125500.0,4.0,1.0,79610.0,146450.0,['Working with Computers'],1,2,1,1,2,Millennials
19011,Computer Network Support Specialists,Research hardware or software products to meet technical networking or security needs.,a13e7337-cf96-4acb-a2be-fb48fda68ef7,39,Average,1,1,1,1,125500.0,4.0,1.0,79610.0,146450.0,['Getting Information'],3,2,2,3,1,Millennials
1300,Database Administrators,"Test programs or databases, correct errors, and make necessary modifications.",3332d78f-8b6a-4fab-9903-76b9f4f2728e,26,Expert,3,3,3,1,,4.0,1.0,107440.0,73180.0,"['Judging the Qualities of Objects, Services, or People', 'Thinking Creatively']",3,2,2,3,2,Gen Z
1305,Database Administrators,Specify users and user access levels for each segment of database.,3332d78f-8b6a-4fab-9903-76b9f4f2728e,26,Average,3,3,2,2,,4.0,1.0,107440.0,73180.0,['Working with Computers'],3,3,3,3,2,Gen Z
14670,Computer Systems Engineers/Architects,Collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,70500d15-d407-429a-97ea-107b964f3b77,27,Average,1,3,1,3,,4.0,1.0,85700.0,154540.0,"['Communicating with Supervisors, Peers, or Subordinates', 'Guiding, Directing, and Motivating Subordinates']",1,5,5,4,2,Gen Z
14673,Computer Systems Engineers/Architects,"Identify system data, hardware, or software components required to meet user needs.",70500d15-d407-429a-97ea-107b964f3b77,27,Expert,2,5,1,4,,4.0,1.0,85700.0,154540.0,['Making Decisions and Solving Problems'],1,5,5,5,1,Gen Z
14686,Computer Systems Engineers/Architects,"Research, test, or verify proper functioning of software patches and fixes.",70500d15-d407-429a-97ea-107b964f3b77,27,Average,3,4,1,2,,4.0,1.0,85700.0,154540.0,"['Getting Information', 'Inspecting Equipment, Structures, or Materials']",1,3,4,5,3,Gen Z
14667,Computer Systems Engineers/Architects,"Provide advice on project costs, design concepts, or design changes.",70500d15-d407-429a-97ea-107b964f3b77,27,Expert,2,5,1,4,,4.0,1.0,85700.0,154540.0,['Providing Consultation and Advice to Others'],1,5,5,5,1,Gen Z
14672,Computer Systems Engineers/Architects,Provide technical guidance or support for the development or troubleshooting of systems.,70500d15-d407-429a-97ea-107b964f3b77,27,Average,3,2,1,3,,4.0,1.0,85700.0,154540.0,['Providing Consultation and Advice to Others'],1,3,3,5,3,Gen Z
14687,Computer Systems Engineers/Architects,"Communicate project information through presentations, technical reports, or white papers.",70500d15-d407-429a-97ea-107b964f3b77,27,Expert,1,5,1,5,,4.0,1.0,85700.0,154540.0,"['Documenting/Recording Information', 'Communicating with Supervisors, Peers, or Subordinates']",1,5,5,5,2,Gen Z
14681,Computer Systems Engineers/Architects,"Define and analyze objectives, scope, issues, or organizational impact of information systems.",70500d15-d407-429a-97ea-107b964f3b77,27,Expert,2,5,1,5,,4.0,1.0,85700.0,154540.0,['Thinking Creatively'],1,5,5,5,2,Gen Z
14675,Computer Systems Engineers/Architects,Monitor system operation to detect potential problems.,70500d15-d407-429a-97ea-107b964f3b77,27,Average,3,3,1,2,,4.0,1.0,85700.0,154540.0,"['Monitoring Processes, Materials, or Surroundings']",1,3,3,5,3,Gen Z
14683,Computer Systems Engineers/Architects,Design and conduct hardware or software tests.,70500d15-d407-429a-97ea-107b964f3b77,27,Average,4,4,1,2,,4.0,1.0,85700.0,154540.0,"['Inspecting Equipment, Structures, or Materials']",1,2,3,4,3,Gen Z
14671,Computer Systems Engineers/Architects,"Evaluate current or emerging technologies to consider factors such as cost, portability, compatibility, or usability.",70500d15-d407-429a-97ea-107b964f3b77,27,Average,2,5,1,4,,4.0,1.0,85700.0,154540.0,"['Judging the Qualities of Objects, Services, or People']",1,5,5,5,5,Gen Z
14717,Web Developers,Establish appropriate server directory trees.,54d26d7b-d476-42b8-94f8-17590c2fc0d9,35,Average,4,3,1,1,125500.0,4.0,1.0,98790.0,78860.0,['Working with Computers'],1,1,2,2,2,Millennials
14717,Web Developers,Establish appropriate server directory trees.,ca47f9e0-a20f-4208-a864-0e17a246f82d,30,Average,2,4,2,4,,4.0,1.0,98790.0,78860.0,['Working with Computers'],1,2,2,3,3,Millennials
1300,Database Administrators,"Test programs or databases, correct errors, and make necessary modifications.",76d19606-a69d-428a-8dbb-62791cee39cc,35,Average,3,5,2,5,125500.0,,,107440.0,73180.0,"['Judging the Qualities of Objects, Services, or People', 'Thinking Creatively']",1,5,3,2,2,Millennials
1301,Database Administrators,"Plan, coordinate, and implement security measures to safeguard information in computer files against accidental or unauthorized damage, modification or disclosure.",76d19606-a69d-428a-8dbb-62791cee39cc,35,Expert,3,5,2,5,125500.0,,,107440.0,73180.0,"['Developing Objectives and Strategies', 'Working with Computers']",3,4,3,1,3,Millennials
1299,Database Administrators,Modify existing databases and database management systems or direct programmers and analysts to make changes.,76d19606-a69d-428a-8dbb-62791cee39cc,35,Expert,2,5,2,3,125500.0,,,107440.0,73180.0,"['Thinking Creatively', 'Working with Computers']",2,3,3,4,2,Millennials
1305,Database Administrators,Specify users and user access levels for each segment of database.,76d19606-a69d-428a-8dbb-62791cee39cc,35,Average,2,2,2,4,125500.0,,,107440.0,73180.0,['Working with Computers'],2,2,3,3,2,Millennials
1314,Database Administrators,"Review workflow charts developed by programmer analyst to understand tasks computer will perform, such as updating records.",76d19606-a69d-428a-8dbb-62791cee39cc,35,Average,3,4,3,4,125500.0,,,107440.0,73180.0,['Getting Information'],3,3,3,3,4,Millennials
14717,Web Developers,Establish appropriate server directory trees.,9cc071a0-0f2f-4e8b-9c01-44422a3d742f,18,Average,5,4,2,5,,4.0,1.0,98790.0,78860.0,['Working with Computers'],1,2,3,5,2,Gen Z
1300,Database Administrators,"Test programs or databases, correct errors, and make necessary modifications.",91ce7f55-5154-482e-a090-cc7d07453148,33,Average,3,3,2,3,,3.0,0.0,107440.0,73180.0,"['Judging the Qualities of Objects, Services, or People', 'Thinking Creatively']",3,3,3,4,2,Millennials
1299,Database Administrators,Modify existing databases and database management systems or direct programmers and analysts to make changes.,91ce7f55-5154-482e-a090-cc7d07453148,33,Novice,3,3,3,3,,3.0,0.0,107440.0,73180.0,"['Thinking Creatively', 'Working with Computers']",3,3,2,3,3,Millennials
1301,Database Administrators,"Plan, coordinate, and implement security measures to safeguard information in computer files against accidental or unauthorized damage, modification or disclosure.",91ce7f55-5154-482e-a090-cc7d07453148,33,Average,3,3,2,3,,3.0,0.0,107440.0,73180.0,"['Developing Objectives and Strategies', 'Working with Computers']",3,2,2,3,3,Millennials
1318,Network and Computer Systems Administrators,"Maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations.",efca99fb-9e74-45f9-9ddf-4ae0a1280c26,39,Expert,2,3,3,3,125500.0,4.0,1.0,101190.0,318570.0,['Repairing and Maintaining Mechanical Equipment'],2,3,3,4,2,Millennials
15206,Network and Computer Systems Administrators,"Configure, monitor, and maintain email applications or virus protection software.",efca99fb-9e74-45f9-9ddf-4ae0a1280c26,39,Expert,5,2,1,2,125500.0,4.0,1.0,101190.0,318570.0,['Working with Computers'],1,2,2,2,2,Millennials
1323,Network and Computer Systems Administrators,"Recommend changes to improve systems and network configurations, and determine hardware or software requirements related to such changes.",efca99fb-9e74-45f9-9ddf-4ae0a1280c26,39,Expert,2,4,3,4,125500.0,4.0,1.0,101190.0,318570.0,"['Analyzing Data or Information', 'Making Decisions and Solving Problems', 'Providing Consultation and Advice to Others']",2,3,3,4,4,Millennials
14670,Computer Systems Engineers/Architects,Collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,1634b1fd-ac65-4ba6-bbd6-8a365109ff47,31,Average,2,4,4,5,125500.0,4.0,1.0,85700.0,154540.0,"['Communicating with Supervisors, Peers, or Subordinates', 'Guiding, Directing, and Motivating Subordinates']",2,5,4,5,4,Millennials
14673,Computer Systems Engineers/Architects,"Identify system data, hardware, or software components required to meet user needs.",1634b1fd-ac65-4ba6-bbd6-8a365109ff47,31,Average,2,4,3,4,125500.0,4.0,1.0,85700.0,154540.0,['Making Decisions and Solving Problems'],1,5,4,4,5,Millennials
14686,Computer Systems Engineers/Architects,"Research, test, or verify proper functioning of software patches and fixes.",1634b1fd-ac65-4ba6-bbd6-8a365109ff47,31,Expert,3,4,4,3,125500.0,4.0,1.0,85700.0,154540.0,"['Getting Information', 'Inspecting Equipment, Structures, or Materials']",1,2,3,5,3,Millennials
14667,Computer Systems Engineers/Architects,"Provide advice on project costs, design concepts, or design changes.",1634b1fd-ac65-4ba6-bbd6-8a365109ff47,31,Expert,2,5,5,4,125500.0,4.0,1.0,85700.0,154540.0,['Providing Consultation and Advice to Others'],1,5,5,5,5,Millennials
14672,Computer Systems Engineers/Architects,Provide technical guidance or support for the development or troubleshooting of systems.,1634b1fd-ac65-4ba6-bbd6-8a365109ff47,31,Expert,3,5,4,3,125500.0,4.0,1.0,85700.0,154540.0,['Providing Consultation and Advice to Others'],2,3,4,5,4,Millennials
14687,Computer Systems Engineers/Architects,"Communicate project information through presentations, technical reports, or white papers.",1634b1fd-ac65-4ba6-bbd6-8a365109ff47,31,Expert,4,4,5,3,125500.0,4.0,1.0,85700.0,154540.0,"['Documenting/Recording Information', 'Communicating with Supervisors, Peers, or Subordinates']",1,5,2,2,2,Millennials
14681,Computer Systems Engineers/Architects,"Define and analyze objectives, scope, issues, or organizational impact of information systems.",1634b1fd-ac65-4ba6-bbd6-8a365109ff47,31,Average,2,4,2,3,125500.0,4.0,1.0,85700.0,154540.0,['Thinking Creatively'],1,4,4,4,2,Millennials
14675,Computer Systems Engineers/Architects,Monitor system operation to detect potential problems.,1634b1fd-ac65-4ba6-bbd6-8a365109ff47,31,Expert,4,5,5,3,125500.0,4.0,1.0,85700.0,154540.0,"['Monitoring Processes, Materials, or Surroundings']",1,3,4,5,4,Millennials
14671,Computer Systems Engineers/Architects,"Evaluate current or emerging technologies to consider factors such as cost, portability, compatibility, or usability.",1634b1fd-ac65-4ba6-bbd6-8a365109ff47,31,Expert,2,4,4,5,125500.0,4.0,1.0,85700.0,154540.0,"['Judging the Qualities of Objects, Services, or People']",1,3,3,5,4,Millennials
